id,type,token,location,code
215,COMPOUNDSTATEMENT,"",twentyfour.java(33:40-67:3),"{
		
		r.dist = 0;
		LinkedList<no> q = new LinkedList<no>();
		LinkedList<no> caminho = new LinkedList<no>();
		for (no n:g.v)
			q.add(n);
		
		caminho.add(r);

		
		while (!q.isEmpty()) {
			
			int index= extrair(q,caminho);
			no u = q.remove(index-1);
			
			//System.out.println(index);
			
			//System.out.println(q.toString() + "" ""+ caminho.toString());
			
			double dist = 9999999.0;
			for (no adj:caminho)
				if (adj != u) {
					dist = Math.sqrt(((adj.x - u.x) * (adj.x - u.x))
							+ ((adj.y - u.y) * (adj.y - u.y)));

					if (dist < u.dist) {
						u.dist = dist;
						u.pai = u;
					}
					
				}
			caminho.add(u);
		}
	}"
216,PARAMVARIABLEDECLARATION,"g",twentyfour.java(33:26-33:32),"graf g"
217,PARAMVARIABLEDECLARATION,"r",twentyfour.java(33:34-33:38),"no r"
218,DECLAREDREFERENCEEXPRESSION,"r",twentyfour.java(35:3-35:4),"r"
219,RETURNSTATEMENT,"",,""
220,BINARYOPERATOR,"=",twentyfour.java(35:3-35:14),"r.dist = 0;"
221,DECLARATIONSTATEMENT,"",twentyfour.java(36:3-36:43),"LinkedList<no> q = new LinkedList<no>();"
222,DECLARATIONSTATEMENT,"",twentyfour.java(37:3-37:49),"LinkedList<no> caminho = new LinkedList<no>();"
223,FOREACHSTATEMENT,"",twentyfour.java(38:3-39:13),"for (no n:g.v)
			q.add(n);"
224,MEMBERCALLEXPRESSION,"add",twentyfour.java(41:3-41:18),"caminho.add(r);"
225,WHILESTATEMENT,"",twentyfour.java(44:3-66:4),"while (!q.isEmpty()) {
			
			int index= extrair(q,caminho);
			no u = q.remove(index-1);
			
			//System.out.println(index);
			
			//System.out.println(q.toString() + "" ""+ caminho.toString());
			
			double dist = 9999999.0;
			for (no adj:caminho)
				if (adj != u) {
					dist = Math.sqrt(((adj.x - u.x) * (adj.x - u.x))
							+ ((adj.y - u.y) * (adj.y - u.y)));

					if (dist < u.dist) {
						u.dist = dist;
						u.pai = u;
					}
					
				}
			caminho.add(u);
		}"
226,VARIABLEDECLARATION,"q",twentyfour.java(36:18-36:42),"q = new LinkedList<no>()"
227,VARIABLEDECLARATION,"caminho",twentyfour.java(37:18-37:48),"caminho = new LinkedList<no>()"
228,NEWEXPRESSION,"",twentyfour.java(37:28-37:48),"new LinkedList<no>()"
229,CONSTRUCTEXPRESSION,"",twentyfour.java(37:28-37:48),"new LinkedList<no>()"
230,UNARYOPERATOR,"!",twentyfour.java(44:10-44:22),"!q.isEmpty()"
231,COMPOUNDSTATEMENT,"",twentyfour.java(44:24-66:4),"{
			
			int index= extrair(q,caminho);
			no u = q.remove(index-1);
			
			//System.out.println(index);
			
			//System.out.println(q.toString() + "" ""+ caminho.toString());
			
			double dist = 9999999.0;
			for (no adj:caminho)
				if (adj != u) {
					dist = Math.sqrt(((adj.x - u.x) * (adj.x - u.x))
							+ ((adj.y - u.y) * (adj.y - u.y)));

					if (dist < u.dist) {
						u.dist = dist;
						u.pai = u;
					}
					
				}
			caminho.add(u);
		}"
232,DECLAREDREFERENCEEXPRESSION,"q",twentyfour.java(46:23-46:24),"q"
233,DECLARATIONSTATEMENT,"",twentyfour.java(46:4-46:34),"int index= extrair(q,caminho);"
234,DECLARATIONSTATEMENT,"",twentyfour.java(47:4-47:29),"no u = q.remove(index-1);"
235,DECLARATIONSTATEMENT,"",twentyfour.java(53:4-53:28),"double dist = 9999999.0;"
236,FOREACHSTATEMENT,"",twentyfour.java(54:4-64:6),"for (no adj:caminho)
				if (adj != u) {
					dist = Math.sqrt(((adj.x - u.x) * (adj.x - u.x))
							+ ((adj.y - u.y) * (adj.y - u.y)));

					if (dist < u.dist) {
						u.dist = dist;
						u.pai = u;
					}
					
				}"
237,MEMBERCALLEXPRESSION,"add",twentyfour.java(65:4-65:19),"caminho.add(u);"
238,VARIABLEDECLARATION,"index",twentyfour.java(46:8-46:33),"index= extrair(q,caminho)"
239,VARIABLEDECLARATION,"u",twentyfour.java(47:7-47:28),"u = q.remove(index-1)"
240,VARIABLEDECLARATION,"dist",twentyfour.java(53:11-53:27),"dist = 9999999.0"
241,DECLAREDREFERENCEEXPRESSION,"q",twentyfour.java(44:11-44:12),"q"
242,LITERAL,"",twentyfour.java(53:18-53:27),"9999999.0"
243,DECLARATIONSTATEMENT,"",twentyfour.java(54:9-54:15),"no adj"
244,DECLAREDREFERENCEEXPRESSION,"caminho",twentyfour.java(54:16-54:23),"caminho"
245,IFSTATEMENT,"",twentyfour.java(55:5-64:6),"if (adj != u) {
					dist = Math.sqrt(((adj.x - u.x) * (adj.x - u.x))
							+ ((adj.y - u.y) * (adj.y - u.y)));

					if (dist < u.dist) {
						u.dist = dist;
						u.pai = u;
					}
					
				}"
246,VARIABLEDECLARATION,"adj",twentyfour.java(54:12-54:15),"adj"
247,DECLAREDREFERENCEEXPRESSION,"adj",twentyfour.java(55:9-55:12),"adj"
248,DECLAREDREFERENCEEXPRESSION,"caminho",twentyfour.java(65:4-65:11),"caminho"
249,BINARYOPERATOR,"!=",twentyfour.java(55:9-55:17),"adj != u"
250,COMPOUNDSTATEMENT,"",twentyfour.java(55:19-64:6),"{
					dist = Math.sqrt(((adj.x - u.x) * (adj.x - u.x))
							+ ((adj.y - u.y) * (adj.y - u.y)));

					if (dist < u.dist) {
						u.dist = dist;
						u.pai = u;
					}
					
				}"
251,DECLAREDREFERENCEEXPRESSION,"dist",twentyfour.java(56:6-56:10),"dist"
252,BINARYOPERATOR,"=",twentyfour.java(56:6-57:43),"dist = Math.sqrt(((adj.x - u.x) * (adj.x - u.x))
							+ ((adj.y - u.y) * (adj.y - u.y)));"
253,IFSTATEMENT,"",twentyfour.java(59:6-62:7),"if (dist < u.dist) {
						u.dist = dist;
						u.pai = u;
					}"
254,COMPOUNDSTATEMENT,"",twentyfour.java(59:25-62:7),"{
						u.dist = dist;
						u.pai = u;
					}"
255,BINARYOPERATOR,"<",twentyfour.java(59:10-59:23),"dist < u.dist"
256,DECLAREDREFERENCEEXPRESSION,"u",twentyfour.java(60:7-60:8),"u"
257,BINARYOPERATOR,"=",twentyfour.java(60:7-60:21),"u.dist = dist;"
258,BINARYOPERATOR,"=",twentyfour.java(61:7-61:17),"u.pai = u;"
259,MEMBEREXPRESSION,"pai",twentyfour.java(61:7-61:12),"u.pai"
260,DECLAREDREFERENCEEXPRESSION,"u",twentyfour.java(61:15-61:16),"u"
261,DECLAREDREFERENCEEXPRESSION,"u",twentyfour.java(61:7-61:8),"u"
262,MEMBEREXPRESSION,"dist",twentyfour.java(60:7-60:13),"u.dist"
263,DECLAREDREFERENCEEXPRESSION,"dist",twentyfour.java(60:16-60:20),"dist"
264,DECLAREDREFERENCEEXPRESSION,"dist",twentyfour.java(59:10-59:14),"dist"
265,MEMBEREXPRESSION,"dist",twentyfour.java(59:17-59:23),"u.dist"
266,DECLAREDREFERENCEEXPRESSION,"u",twentyfour.java(59:17-59:18),"u"
267,STATICCALLEXPRESSION,"sqrt",twentyfour.java(56:13-57:42),"Math.sqrt(((adj.x - u.x) * (adj.x - u.x))
							+ ((adj.y - u.y) * (adj.y - u.y)))"
268,DECLAREDREFERENCEEXPRESSION,"adj",twentyfour.java(56:25-56:28),"adj"
269,BINARYOPERATOR,"+",twentyfour.java(56:23-57:41),"((adj.x - u.x) * (adj.x - u.x))
							+ ((adj.y - u.y) * (adj.y - u.y))"
270,BINARYOPERATOR,"*",twentyfour.java(56:24-56:53),"(adj.x - u.x) * (adj.x - u.x)"
271,BINARYOPERATOR,"*",twentyfour.java(57:11-57:40),"(adj.y - u.y) * (adj.y - u.y)"
272,BINARYOPERATOR,"-",twentyfour.java(57:12-57:23),"adj.y - u.y"
273,BINARYOPERATOR,"-",twentyfour.java(57:28-57:39),"adj.y - u.y"
274,MEMBEREXPRESSION,"y",twentyfour.java(57:28-57:33),"adj.y"
275,MEMBEREXPRESSION,"y",twentyfour.java(57:36-57:39),"u.y"
276,DECLAREDREFERENCEEXPRESSION,"adj",twentyfour.java(57:28-57:31),"adj"
277,DECLAREDREFERENCEEXPRESSION,"u",twentyfour.java(57:36-57:37),"u"
278,MEMBEREXPRESSION,"y",twentyfour.java(57:12-57:17),"adj.y"
279,MEMBEREXPRESSION,"y",twentyfour.java(57:20-57:23),"u.y"
280,DECLAREDREFERENCEEXPRESSION,"u",twentyfour.java(57:20-57:21),"u"
281,DECLAREDREFERENCEEXPRESSION,"adj",twentyfour.java(57:12-57:15),"adj"
282,BINARYOPERATOR,"-",twentyfour.java(56:25-56:36),"adj.x - u.x"
283,BINARYOPERATOR,"-",twentyfour.java(56:41-56:52),"adj.x - u.x"
284,MEMBEREXPRESSION,"x",twentyfour.java(56:41-56:46),"adj.x"
285,MEMBEREXPRESSION,"x",twentyfour.java(56:49-56:52),"u.x"
286,DECLAREDREFERENCEEXPRESSION,"u",twentyfour.java(56:49-56:50),"u"
287,DECLAREDREFERENCEEXPRESSION,"adj",twentyfour.java(56:41-56:44),"adj"
288,MEMBEREXPRESSION,"x",twentyfour.java(56:25-56:30),"adj.x"
289,MEMBEREXPRESSION,"x",twentyfour.java(56:33-56:36),"u.x"
290,DECLAREDREFERENCEEXPRESSION,"u",twentyfour.java(56:33-56:34),"u"
291,DECLAREDREFERENCEEXPRESSION,"u",twentyfour.java(55:16-55:17),"u"
292,UNINITIALIZEDVALUE,"Uninitialized Value",,""
293,DECLAREDREFERENCEEXPRESSION,"q",twentyfour.java(47:11-47:12),"q"
294,MEMBERCALLEXPRESSION,"remove",twentyfour.java(47:11-47:28),"q.remove(index-1)"
295,DECLAREDREFERENCEEXPRESSION,"remove",twentyfour.java(47:13-47:19),"remove"
296,BINARYOPERATOR,"-",twentyfour.java(47:20-47:27),"index-1"
297,DECLAREDREFERENCEEXPRESSION,"index",twentyfour.java(47:20-47:25),"index"
298,LITERAL,"",twentyfour.java(47:26-47:27),"1"
299,DECLAREDREFERENCEEXPRESSION,"add",twentyfour.java(65:12-65:15),"add"
300,DECLAREDREFERENCEEXPRESSION,"u",twentyfour.java(65:16-65:17),"u"
301,CALLEXPRESSION,"extrair",twentyfour.java(46:15-46:33),"extrair(q,caminho)"
302,METHODDECLARATION,"extrair",,""
303,DECLAREDREFERENCEEXPRESSION,"caminho",twentyfour.java(46:25-46:32),"caminho"
304,PARAMVARIABLEDECLARATION,"java.util.linkedlist0",,""
305,PARAMVARIABLEDECLARATION,"java.util.linkedlist1",,""
306,MEMBERCALLEXPRESSION,"isEmpty",twentyfour.java(44:11-44:22),"q.isEmpty()"
307,DECLAREDREFERENCEEXPRESSION,"isEmpty",twentyfour.java(44:13-44:20),"isEmpty"
308,DECLARATIONSTATEMENT,"",twentyfour.java(38:8-38:12),"no n"
309,MEMBEREXPRESSION,"v",twentyfour.java(38:13-38:16),"g.v"
310,MEMBERCALLEXPRESSION,"add",twentyfour.java(39:4-39:13),"q.add(n);"
311,VARIABLEDECLARATION,"n",twentyfour.java(38:11-38:12),"n"
312,DECLAREDREFERENCEEXPRESSION,"q",twentyfour.java(39:4-39:5),"q"
313,DECLAREDREFERENCEEXPRESSION,"caminho",twentyfour.java(41:3-41:10),"caminho"
314,DECLAREDREFERENCEEXPRESSION,"g",twentyfour.java(38:13-38:14),"g"
315,UNINITIALIZEDVALUE,"Uninitialized Value",,""
316,DECLAREDREFERENCEEXPRESSION,"add",twentyfour.java(39:6-39:9),"add"
317,DECLAREDREFERENCEEXPRESSION,"n",twentyfour.java(39:10-39:11),"n"
318,DECLAREDREFERENCEEXPRESSION,"add",twentyfour.java(41:11-41:14),"add"
319,DECLAREDREFERENCEEXPRESSION,"r",twentyfour.java(41:15-41:16),"r"
320,MEMBEREXPRESSION,"dist",twentyfour.java(35:3-35:9),"r.dist"
321,LITERAL,"",twentyfour.java(35:12-35:13),"0"
322,CONSTRUCTEXPRESSION,"",twentyfour.java(36:22-36:42),"new LinkedList<no>()"
323,NEWEXPRESSION,"",twentyfour.java(36:22-36:42),"new LinkedList<no>()"
324,FIELDDECLARATION,"this",,""
325,FIELDDECLARATION,"v",twentyfour.java(25:2-25:13),"v"
326,CONSTRUCTORDECLARATION,"graf",twentyfour.java(26:2-28:3),"graf(){
		v=new LinkedList<no>();
	}"
327,COMPOUNDSTATEMENT,"",twentyfour.java(26:8-28:3),"{
		v=new LinkedList<no>();
	}"
328,DECLAREDREFERENCEEXPRESSION,"this",twentyfour.java(27:3-27:4),"this"
329,RETURNSTATEMENT,"",,""
330,BINARYOPERATOR,"=",twentyfour.java(27:3-27:26),"v=new LinkedList<no>();"
331,MEMBEREXPRESSION,"v",twentyfour.java(27:3-27:4),"v"
332,NEWEXPRESSION,"",twentyfour.java(27:5-27:25),"new LinkedList<no>()"
333,CONSTRUCTEXPRESSION,"",twentyfour.java(27:5-27:25),"new LinkedList<no>()"
